,player_name,link,club,country,age,position,foot,height,weight,player_id,wages,contract_end,Corners,Crossing,Dribbling,Finishing,First Touch,Free Kick Taking,Heading,Long Shots,Long Throws,Marking,Passing,Penalty Taking,Tackling,Technique,Aggression,Anticipation,Bravery,Composure,Concentration,Decisions,Determination,Flair,Leadership,Off the Ball,Positioning,Teamwork,Vision,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength,sum_stats,lower_name,name,estimated_value,log_value,cluster,tsne_1,tsne_2,closest_0,closest_1,closest_2,closest_3,closest_4,closest_5,closest_6,closest_7,closest_8,closest_9,index_tracker
897,Mariano,https://fminside.net/players/3-fm-23/67157152-mariano,Real Madrid,Dominican Republic,28.0,STST,Right,181 CM,77 KG,67157152.0,"€ 33,093,460","€ 123,300 pw",5.0,8.0,12.0,15.0,12.0,13.0,16.0,12.0,5.0,5.0,11.0,14.0,5.0,12.0,14.0,14.0,17.0,12.0,11.0,11.0,18.0,8.0,11.0,13.0,10.0,9.0,10.0,17.0,15.0,11.0,12.0,15.0,15.0,15.0,14.0,14.0,431.0,mariano,mariano,4005123.3499793326,15.203084937006404,14.0,28.878551,-20.494244,roger-marti,edin-dzeko,breel-embolo,yussuf-poulsen,ivan-toney,darwin-nunez,alvaro-morata,wout-weghorst,dusan-vlahovic,gerard-moreno,942
898,Vedat Muriqi,https://fminside.net/players/3-fm-23/11022221-vedat-muriqi,Mallorca,Kosovo,28.0,STST,Left,194 CM,92 KG,11022221.0,"€ 23,626,680","€ 76,930 pw",4.0,9.0,10.0,13.0,11.0,3.0,17.0,12.0,3.0,9.0,12.0,15.0,8.0,11.0,16.0,15.0,18.0,12.0,15.0,14.0,17.0,12.0,8.0,15.0,9.0,19.0,13.0,19.0,10.0,10.0,16.0,17.0,16.0,11.0,15.0,18.0,452.0,vedat-muriqi,vedat-muriqi,4116837.3926942586,15.230595803419751,14.0,5.7290063,12.259247,vitinha,gianluca-scamacca,duvan-zapata,kevin-volland,borja-iglesias,christian-fassnacht,julio-furch,ante-budimir,giovanni-simeone,santi-mina,943
899,Mërgim Vojvoda,https://fminside.net/players/3-fm-23/18086509-mergim-vojvoda,Torino,Kosovo,27.0,"DR, DL, WBR, WBL, MR, MLDR, DL, WBR, WBL",Right,186 CM,78 KG,18086509.0,"€ 17,310 pw",2024-06-30,7.0,14.0,13.0,8.0,13.0,8.0,12.0,9.0,13.0,11.0,12.0,8.0,13.0,14.0,14.0,13.0,14.0,13.0,12.0,12.0,14.0,13.0,11.0,12.0,12.0,14.0,11.0,14.0,13.0,13.0,12.0,13.0,12.0,14.0,12.0,13.0,436.0,mërgim-vojvoda,mergim-vojvoda,3062727.051053604,14.934816270206497,0.0,3.5757678,-1.53786,youssouf-sabaly,pervis-estupinan,aaron-wan-bissaka,christian-gunter,tyrick-mitchell,alexis-saelemaekers,denzel-dumfries,ben-johnson,alberto-moreno,vladimir-coufal,944
900,Youcef Belaïli,https://fminside.net/players/3-fm-23/12038997-youcef-belaili,Ajaccio,Algeria,30.0,"ML, AMLAML",Right,178 CM,75 KG,12038997.0,"€ 21,180 pw",2023-06-30,11.0,13.0,15.0,13.0,15.0,12.0,8.0,14.0,4.0,7.0,14.0,12.0,7.0,15.0,13.0,14.0,11.0,12.0,12.0,13.0,10.0,12.0,10.0,13.0,11.0,12.0,13.0,12.0,14.0,14.0,12.0,9.0,12.0,14.0,13.0,11.0,427.0,youcef-belaïli,youcef-belaili,2875449.426972657,14.871719542421785,15.0,-13.72583,39.744972,moi-gomez,antony,morgan-sanson,giovanni-reyna,raul-ruidiaz,mohammed-kudus,chiquinho,ayoze-perez,emile-smith-rowe,noa-lang,945
901,Yacine Brahimi,https://fminside.net/players/3-fm-23/34002647-yacine-brahimi,Al-Gharafa,Algeria,32.0,"ML, AMR, AML, AMCAML",Right,175 CM,69 KG,34002647.0,"€ 71,980 pw",2023-05-31,12.0,11.0,18.0,13.0,16.0,14.0,5.0,12.0,4.0,5.0,15.0,13.0,6.0,18.0,10.0,12.0,8.0,14.0,11.0,13.0,10.0,19.0,10.0,14.0,6.0,8.0,15.0,10.0,14.0,15.0,15.0,7.0,13.0,13.0,12.0,8.0,419.0,yacine-brahimi,yacine-brahimi,2515000.678257061,14.737783631200656,3.0,29.918207,-11.639204,alex-baena,jeremie-boga,kaoru-mitoma,mykhaylo-mudryk,jesper-karlsson,ansu-fati,jadon-sancho,amine-harit,fabio-carvalho,florian-thauvin,946
902,Rachid Ghezzal,https://fminside.net/players/3-fm-23/85031826-rachid-ghezzal,Besiktas,Algeria,30.0,"MC, MR, AMR, AMCAMR",Left,182 CM,65 KG,85031826.0,"€ 52,890 pw",2024-06-30,15.0,16.0,14.0,12.0,16.0,12.0,7.0,14.0,4.0,4.0,16.0,15.0,6.0,17.0,12.0,14.0,10.0,14.0,14.0,16.0,12.0,16.0,8.0,13.0,6.0,14.0,17.0,12.0,12.0,14.0,12.0,10.0,13.0,12.0,12.0,10.0,441.0,rachid-ghezzal,rachid-ghezzal,3700983.3333772416,15.124109108082616,12.0,2.2240863,-0.89238757,vincenzo-grifo,lorenzo-insigne,mohamed-salah,dominik-szoboszlai,gustavo-scarpa,teji-savanier,alexey-miranchuk,gianluca-caprari,willian,domenico-berardi,947
903,M'Bala Nzola,https://fminside.net/players/3-fm-23/83103196-mbala-nzola,Spezia,Angola,25.0,STST,Left,185 CM,82 KG,83103196.0,"€ 14,230 pw",2024-06-30,4.0,12.0,13.0,14.0,13.0,9.0,12.0,11.0,4.0,5.0,12.0,14.0,7.0,14.0,18.0,12.0,13.0,13.0,11.0,11.0,16.0,9.0,8.0,14.0,7.0,15.0,11.0,12.0,15.0,14.0,16.0,13.0,17.0,16.0,14.0,17.0,436.0,m'bala-nzola,m'bala-nzola,11248150.20261903,16.23571424666133,6.0,-11.202891,30.276672,randal-kolo-muani,alexander-isak,samuel-lino,angel-romero,jonathan-rodriguez,noni-madueke,odion-ighalo,lucas-moura,martin-terrier,kelechi-iheanacho,948
904,Fábio Abreu,https://fminside.net/players/3-fm-23/90022932-fabio-abreu,Khor Fakkan,Angola,29.0,STST,Right,182 CM,77 KG,90022932.0,"€ 12,630 pw",2024-06-30,7.0,8.0,13.0,16.0,12.0,7.0,15.0,8.0,4.0,5.0,11.0,12.0,6.0,12.0,13.0,13.0,15.0,13.0,12.0,8.0,11.0,12.0,12.0,14.0,12.0,9.0,13.0,10.0,15.0,12.0,12.0,14.0,14.0,14.0,12.0,16.0,412.0,fábio-abreu,fabio-abreu,2370102.929801737,14.678443942464336,6.0,0.8851387,15.155916,michael-olunga,sheraldo-becker,ihlas-bebou,hwang-hee-chan,almoez-ali,nicolas-jackson,enes-unal,kelechi-iheanacho,bruno-henrique,randal-kolo-muani,949
905,Vincent Aboubakar,https://fminside.net/players/3-fm-23/12028932-vincent-aboubakar,Besiktas,Cameroon,30.0,STST,Right,184 CM,83 KG,12028932.0,"€ 74,760 pw",2025-06-30,5.0,8.0,14.0,15.0,13.0,8.0,14.0,12.0,6.0,6.0,12.0,16.0,6.0,14.0,14.0,12.0,12.0,14.0,13.0,13.0,13.0,15.0,8.0,15.0,7.0,12.0,14.0,8.0,13.0,12.0,15.0,13.0,9.0,14.0,10.0,16.0,421.0,vincent-aboubakar,vincent-aboubakar,2640340.230544852,14.786418342025186,17.0,8.87086,-25.676151,paul-pogba,abderrazak-hamedallah,jonas-wind,alassane-plea,zlatan-ibrahimovic,ross-barkley,gareth-bale,max-kruse,willian-jose,pedro,950
906,Ahmed Hegazi,https://fminside.net/players/3-fm-23/12035892-ahmed-hegazi,Al-Ittihad,Egypt,31.0,DCDC,Right,194 CM,83 KG,12035892.0,"€ 116,000 pw",2026-06-30,5.0,9.0,8.0,9.0,11.0,6.0,17.0,8.0,12.0,15.0,13.0,7.0,15.0,12.0,15.0,14.0,14.0,12.0,13.0,13.0,15.0,9.0,17.0,8.0,15.0,14.0,10.0,13.0,11.0,8.0,15.0,15.0,14.0,11.0,13.0,16.0,432.0,ahmed-hegazi,ahmed-hegazi,1510831.5360289165,14.228170743331018,10.0,8.9395075,-27.806759,tim-ream,robin-le-normand,jose-fonte,yeray,duje-caleta-car,aritz-elustondo,lucas-verissimo,rafael-toloi,alejandro-catena,ben-mee,951
907,Musa Barrow,https://fminside.net/players/3-fm-23/43372270-musa-barrow,Bologna,The Gambia,23.0,"AML, STAML, ST",Right,184 CM,76 KG,43372270.0,"€ 28,460 pw",2024-06-30,13.0,13.0,14.0,13.0,14.0,12.0,12.0,14.0,4.0,4.0,13.0,12.0,5.0,14.0,12.0,12.0,10.0,12.0,11.0,11.0,10.0,16.0,8.0,12.0,4.0,12.0,10.0,10.0,15.0,15.0,13.0,10.0,13.0,16.0,13.0,11.0,413.0,musa-barrow,musa-barrow,6097962.435353216,15.623465246352822,3.0,-13.507086,32.14287,dodi-lukebakio,joaquin-correa,leon-bailey,tete,alex-berenguer,malcom,harvey-barnes,marcus-edwards,cole-palmer,nicolas-pepe,952
908,Max Gradel,https://fminside.net/players/3-fm-23/29001331-max-gradel,Sivasspor,Ivory Coast,34.0,"MR, ML, AMR, AMLML, AML",Right,175 CM,70 KG,29001331.0,"€ 22,500 pw",2024-06-30,8.0,13.0,15.0,12.0,13.0,14.0,9.0,14.0,3.0,5.0,13.0,14.0,6.0,14.0,18.0,13.0,12.0,13.0,12.0,13.0,19.0,15.0,9.0,14.0,8.0,11.0,14.0,13.0,15.0,14.0,14.0,8.0,14.0,14.0,14.0,12.0,442.0,max-gradel,max-gradel,2660339.0237444644,14.79396412517201,15.0,1.3772069,0.46927324,facundo-torres,tijjani-reijnders,joao-cancelo,pedro-porro,miroslav-stevanovic,wanderson,alejandro-pozuelo,roberto-pereyra,erik-lamela,yeremy-pino,953
909,Christian Kouamé,https://fminside.net/players/3-fm-23/43201838-christian-kouame,Fiorentina,Ivory Coast,24.0,"AMR, AML, STST",Right,185 CM,70 KG,43201838.0,"€ 42,690 pw",2024-06-30,5.0,8.0,15.0,13.0,13.0,10.0,13.0,10.0,4.0,4.0,11.0,12.0,4.0,13.0,12.0,13.0,14.0,12.0,11.0,13.0,14.0,14.0,7.0,13.0,10.0,12.0,11.0,12.0,17.0,15.0,13.0,13.0,14.0,16.0,13.0,10.0,414.0,christian-kouamé,christian-kouame,6685950.634862488,15.715518962576038,6.0,17.629955,-12.712077,timo-werner,rodrygo,rafael-leao,vinicius-junior,marcus-rashford,diogo-jota,federico-chiesa,gabriel-martinelli,ferran-torres,inaki-williams,954
910,Willy Boly,https://fminside.net/players/3-fm-23/85009974-willy-boly,Nottingham Forest,Ivory Coast,31.0,DCDC,Right,195 CM,97 KG,85009974.0,"€ 58,000 pw",2024-06-30,2.0,4.0,12.0,9.0,11.0,3.0,16.0,9.0,5.0,13.0,13.0,5.0,15.0,13.0,17.0,15.0,14.0,13.0,11.0,12.0,13.0,13.0,12.0,9.0,15.0,13.0,11.0,13.0,12.0,11.0,16.0,16.0,10.0,12.0,11.0,17.0,416.0,willy-boly,willy-boly,2053261.5458597085,14.534940084798468,7.0,26.395855,-13.127062,rob-holding,willi-orban,juan-jesus,jonathan-tah,mouctar-diakhaby,omar-alderete,harry-maguire,david-garcia,craig-dawson,nicolo-casale,955
911,Ousmane Diomande,https://fminside.net/players/3-fm-23/2000160511-ousmane-diomande,Sporting CP,Ivory Coast,18.0,DCDC,Right,190 CM,86 KG,2000160511.0,"€ 80,005,700","€ 14,500 pw",4.0,9.0,12.0,8.0,13.0,4.0,13.0,10.0,9.0,14.0,14.0,5.0,16.0,14.0,16.0,16.0,14.0,8.0,14.0,10.0,15.0,11.0,7.0,9.0,11.0,13.0,14.0,13.0,15.0,12.0,14.0,15.0,18.0,15.0,15.0,15.0,435.0,ousmane-diomande,ousmane-diomande,15825594.207703345,16.577139073959618,4.0,-9.434877,7.5083885,eric-garcia,roger-ibanez,jerry-st.-juste,victor-lindelof,joe-gomez,boubacar-kamara,lucas-martinez-quarta,romain-saiss,patric,adam-webster,956
912,Michael Olunga,https://fminside.net/players/3-fm-23/13164726-michael-olunga,Al-Duhail,Kenya,28.0,STST,Left,190 CM,82 KG,13164726.0,"€ 34,800 pw",2023-05-31,8.0,9.0,9.0,15.0,13.0,10.0,14.0,13.0,9.0,5.0,11.0,11.0,5.0,12.0,13.0,13.0,13.0,14.0,12.0,12.0,12.0,12.0,10.0,15.0,7.0,12.0,11.0,13.0,14.0,11.0,14.0,15.0,13.0,13.0,14.0,15.0,422.0,michael-olunga,michael-olunga,2901812.893027201,14.880846235167503,6.0,4.969818,10.391905,fabio-abreu,lucas-ocampos,nicolas-jackson,ihlas-bebou,almoez-ali,enes-unal,lukas-nmecha,nico-williams,bruno-henrique,hwang-hee-chan,957
913,Moussa Marega,https://fminside.net/players/3-fm-23/55083819-moussa-marega,Al-Hilal (KSA),Mali,31.0,"AMR, STAMR, ST",Right,186 CM,83 KG,55083819.0,"€ 95,010 pw",2024-06-30,4.0,9.0,9.0,12.0,9.0,11.0,13.0,12.0,4.0,7.0,8.0,12.0,8.0,10.0,16.0,12.0,17.0,12.0,15.0,12.0,17.0,12.0,8.0,15.0,9.0,13.0,12.0,16.0,15.0,10.0,14.0,13.0,18.0,17.0,16.0,19.0,436.0,moussa-marega,moussa-marega,3673323.0310501424,15.1166072684027,14.0,-4.508861,32.555286,andrea-belotti,luuk-de-jong,julio-furch,kevin-volland,andy-delort,santi-mina,giovanni-simeone,borja-iglesias,tammy-abraham,alexandre-lacazette,958
914,Abdoulaye Doucouré,https://fminside.net/players/3-fm-23/85027988-abdoulaye-doucoure,Everton,Mali,29.0,"DM, MC, AMCMC",Right,183 CM,70 KG,85027988.0,"€ 139,200 pw",2023-06-30,5.0,11.0,12.0,13.0,14.0,7.0,12.0,13.0,5.0,12.0,13.0,8.0,12.0,13.0,13.0,12.0,14.0,13.0,12.0,13.0,14.0,12.0,10.0,13.0,12.0,16.0,13.0,17.0,14.0,13.0,14.0,12.0,16.0,13.0,16.0,15.0,447.0,abdoulaye-doucouré,abdoulaye-doucoure,6863963.427568424,15.741795591984287,2.0,27.447695,-12.258623,nico,mario-pasalic,alex-iwobi,renato-sanches,davide-frattesi,john-mcginn,amir-hadziahmetovic,mattias-svanberg,ivan-perisic,hugo-guillamon,959
915,Abderrazak Hamedallah,https://fminside.net/players/3-fm-23/29117753-abderrazak-hamedallah,Al-Ittihad,Morocco,31.0,STST,Right,182 CM,81 KG,29117753.0,"€ 57,970 pw",2025-06-30,9.0,8.0,12.0,16.0,14.0,12.0,14.0,12.0,7.0,9.0,11.0,11.0,8.0,13.0,13.0,13.0,14.0,14.0,11.0,13.0,12.0,12.0,10.0,16.0,12.0,7.0,12.0,11.0,12.0,12.0,13.0,14.0,12.0,13.0,14.0,13.0,429.0,abderrazak-hamedallah,abderrazak-hamedallah,2103837.187107462,14.559273467292066,17.0,14.653458,-27.287184,gareth-bale,vincent-aboubakar,jonas-wind,alassane-plea,zlatan-ibrahimovic,ross-barkley,max-kruse,willian-jose,paul-pogba,pedro,960
916,Fayçal Fajr,https://fminside.net/players/3-fm-23/85084000-faycal-fajr,Al-Wehda,Morocco,33.0,"MC, AMCMC",Right,179 CM,70 KG,85084000.0,"€ 30,000 pw",2024-06-30,15.0,15.0,13.0,9.0,14.0,14.0,8.0,14.0,5.0,9.0,16.0,13.0,9.0,15.0,16.0,12.0,11.0,13.0,14.0,12.0,17.0,15.0,13.0,13.0,7.0,12.0,15.0,13.0,13.0,14.0,12.0,10.0,14.0,13.0,14.0,12.0,454.0,fayçal-fajr,faycal-fajr,3173317.1144916005,14.97028800710684,15.0,-12.355415,-7.71971,thorgan-hazard,takumi-minamino,florian-wirtz,yeremy-pino,pedro-porro,daichi-kamada,arnaut-danjuma,emiliano-buendia,felipe-anderson,ludovic-blas,961
917,Romain Saïss,https://fminside.net/players/3-fm-23/85116519-romain-saiss,Besiktas,Morocco,32.0,"DC, DMDC",Left,188 CM,84 KG,85116519.0,"€ 43,270 pw",2024-06-30,3.0,6.0,11.0,6.0,13.0,8.0,15.0,6.0,4.0,14.0,14.0,8.0,14.0,13.0,13.0,13.0,13.0,15.0,14.0,13.0,15.0,9.0,13.0,10.0,14.0,15.0,14.0,15.0,12.0,13.0,15.0,14.0,13.0,12.0,14.0,15.0,429.0,romain-saïss,romain-saiss,3458878.334908105,15.0564549138136,4.0,-3.6982296,11.953676,victor-lindelof,ousmane-diomande,roger-ibanez,joe-gomez,evan-n-dicka,jerry-st.-juste,eric-garcia,edmond-tapsoba,boubacar-kamara,patric,962
918,Victor Moses,https://fminside.net/players/3-fm-23/5007466-victor-moses,Spartak Moscow,Nigeria,31.0,"WBR, MR, AMRWBR, MR",Right,177 CM,80 KG,5007466.0,"€ 42,190 pw",2024-06-30,8.0,13.0,14.0,12.0,14.0,9.0,10.0,10.0,13.0,8.0,12.0,12.0,8.0,14.0,11.0,12.0,8.0,12.0,7.0,12.0,12.0,11.0,5.0,14.0,9.0,11.0,10.0,11.0,16.0,13.0,14.0,8.0,14.0,16.0,12.0,12.0,407.0,victor-moses,victor-moses,1761226.9520214656,14.381521255961191,11.0,-8.550482,29.933496,jesus-navas,dodo,federico-bernardeschi,tariq-lamptey,kiko-femenia,manuel-lazzari,nuno-mendes,darko-lazovic,ryan-sessegnon,jeremie-frimpong,963
919,Odion Ighalo,https://fminside.net/players/3-fm-23/12009301-odion-ighalo,Al-Hilal (KSA),Nigeria,33.0,STST,Right,181 CM,73 KG,12009301.0,"€ 171,420 pw",2023-06-30,5.0,9.0,13.0,15.0,14.0,6.0,12.0,12.0,4.0,4.0,12.0,10.0,4.0,13.0,12.0,14.0,12.0,14.0,11.0,12.0,15.0,16.0,8.0,14.0,11.0,13.0,11.0,12.0,14.0,13.0,17.0,13.0,15.0,14.0,14.0,15.0,423.0,odion-ighalo,odion-ighalo,3965726.393755591,15.193199597723348,6.0,-11.5011,32.564545,m'bala-nzola,samuel-lino,jonathan-rodriguez,lucas-moura,alexander-isak,angel-romero,noni-madueke,rafa-mir,moise-kean,randal-kolo-muani,964
920,Saviour Godwin,https://fminside.net/players/3-fm-23/13161974-saviour-godwin,Casa Pia,Nigeria,25.0,"AMR, AMLAMR, AML",Right,173 CM,66 KG,13161974.0,"€ 2,500 pw",2024-06-30,10.0,11.0,15.0,13.0,13.0,10.0,6.0,11.0,5.0,7.0,10.0,10.0,11.0,14.0,13.0,12.0,13.0,13.0,11.0,12.0,12.0,16.0,5.0,14.0,8.0,11.0,8.0,12.0,16.0,14.0,12.0,5.0,14.0,15.0,13.0,12.0,407.0,saviour-godwin,saviour-godwin,3184318.922021927,14.973748984881947,11.0,-6.2375407,-8.055268,jorge-de-frutos,alexander-bah,johan-mojica,nelson-semedo,alex-moreno,emerson,filip-kostic,maxwel-cornet,djibril-sow,alejandro-balde,965
921,Terem Moffi,https://fminside.net/players/3-fm-23/47079007-terem-moffi,OGC Nice,Nigeria,23.0,STST,Left,188 CM,89 KG,47079007.0,"€ 21,700 pw",2024-06-30,7.0,8.0,13.0,13.0,13.0,9.0,12.0,9.0,7.0,8.0,12.0,13.0,8.0,13.0,12.0,13.0,14.0,12.0,12.0,11.0,13.0,12.0,7.0,13.0,10.0,12.0,12.0,13.0,16.0,13.0,16.0,14.0,14.0,16.0,13.0,17.0,430.0,terem-moffi,terem-moffi,11078412.22438868,16.220508927966883,6.0,-11.581641,11.851561,ismaila-sarr,bruno-henrique,nicolo-zaniolo,hwang-hee-chan,ezequiel-avila,nicolas-jackson,almoez-ali,kelechi-iheanacho,martin-terrier,adama-traore,966
922,Tony Nwakaeme,https://fminside.net/players/3-fm-23/57070194-tony-nwakaeme,Al-Fayha,Nigeria,33.0,AMLAML,Right,185 CM,80 KG,57070194.0,"€ 57,700 pw",2024-06-30,8.0,13.0,17.0,13.0,15.0,8.0,11.0,14.0,9.0,5.0,15.0,11.0,5.0,17.0,13.0,15.0,13.0,15.0,12.0,14.0,12.0,18.0,10.0,14.0,5.0,13.0,16.0,13.0,12.0,12.0,16.0,11.0,17.0,12.0,11.0,15.0,450.0,tony-nwakaeme,tony-nwakaeme,3916481.1384268575,15.180704139852098,17.0,-12.887006,-8.89539,raul-de-tomas,alassane-plea,pierre-emerick-aubameyang,luka-jovic,zlatan-ibrahimovic,paul-pogba,alexis-vega,vincent-aboubakar,jonas-wind,gonzalo-higuain,967
923,Moussa Niakhaté,https://fminside.net/players/3-fm-23/48037362-moussa-niakhate,Nottingham Forest,Senegal,26.0,"DL, DCDC",Left,190 CM,82 KG,48037362.0,"€ 75,400 pw",2025-06-30,4.0,9.0,11.0,7.0,12.0,4.0,14.0,6.0,18.0,13.0,12.0,15.0,14.0,12.0,16.0,12.0,16.0,12.0,12.0,12.0,16.0,12.0,16.0,11.0,13.0,13.0,12.0,12.0,13.0,11.0,14.0,16.0,16.0,15.0,13.0,15.0,449.0,moussa-niakhaté,moussa-niakhate,4412475.943352964,15.299946528277488,7.0,-10.873332,27.492968,presnel-kimpembe,james-tarkowski,caglar-soyuncu,lukas-klostermann,gabriel,cristian-romero,fikayo-tomori,ibrahima-konate,jan-bednarek,bremer,968
924,Aïssa Laidouni,https://fminside.net/players/3-fm-23/48036350-aissa-laidouni,Union Berlin,Tunisia,25.0,"DM, MCMC",Right,183 CM,77 KG,48036350.0,"€ 15,000 pw",2026-06-30,8.0,10.0,13.0,10.0,12.0,11.0,11.0,12.0,5.0,13.0,14.0,8.0,13.0,13.0,18.0,12.0,17.0,13.0,12.0,12.0,14.0,13.0,12.0,13.0,14.0,15.0,12.0,16.0,12.0,15.0,14.0,12.0,14.0,12.0,16.0,14.0,455.0,aïssa-laidouni,aissa-laidouni,6082339.295592142,15.62089993250856,16.0,28.346191,-9.235549,denis-zakaria,mikel-vesga,lucas-tousart,pablo-rosario,ramy-bensebaini,jon-moncayola,idrissa-gueye,oliver-skipp,cheick-doucoure,mohamed-elneny,969
925,Sardar Azmoun,https://fminside.net/players/3-fm-23/58098760-sardar-azmoun,Bayer Leverkusen,Iran,27.0,STST,Right,186 CM,82 KG,58098760.0,"€ 63,290 pw",2027-06-30,10.0,9.0,11.0,13.0,14.0,7.0,13.0,11.0,10.0,10.0,12.0,13.0,9.0,14.0,12.0,13.0,12.0,12.0,13.0,14.0,14.0,14.0,10.0,15.0,11.0,13.0,11.0,10.0,14.0,13.0,12.0,15.0,13.0,16.0,14.0,11.0,438.0,sardar-azmoun,sardar-azmoun,7012704.680686897,15.76323401636387,2.0,8.7346115,-22.055025,corentin-tolisso,florian-grillitsch,david-hancko,raul-garcia,antonin-barak,gaetano-castrovilli,robin-gosens,baptiste-santamaria,hugo-guillamon,alex-sandro,970
926,Kô Itakura,https://fminside.net/players/3-fm-23/45092658-ko-itakura,Gladbach,Japan,25.0,"DC, DM, MCDC, DM",Right,188 CM,74 KG,45092658.0,"€ 42,190 pw",2026-06-30,3.0,7.0,11.0,8.0,12.0,3.0,13.0,7.0,4.0,13.0,14.0,6.0,14.0,13.0,13.0,16.0,15.0,15.0,13.0,13.0,16.0,12.0,12.0,12.0,15.0,16.0,13.0,16.0,12.0,12.0,14.0,13.0,15.0,13.0,15.0,13.0,432.0,kô-itakura,ko-itakura,7590181.58676821,15.842366073561015,4.0,33.17717,-9.551991,stefan-de-vrij,sergi-gomez,ezri-konsa,maxence-lacroix,chancel-mbemba,amadou-onana,samuel-gigot,rodrigo-caio,levi-colwill,mohamed-simakan,971
927,Almoez Ali,https://fminside.net/players/3-fm-23/16183022-almoez-ali,Al-Duhail,Qatar,25.0,"AMR, AML, STAMR, ST",Right,184 CM,69 KG,16183022.0,"€ 64,790 pw",2024-06-30,8.0,9.0,14.0,15.0,13.0,6.0,14.0,12.0,5.0,7.0,11.0,12.0,7.0,13.0,10.0,13.0,12.0,10.0,10.0,12.0,15.0,16.0,13.0,14.0,10.0,11.0,11.0,12.0,14.0,14.0,13.0,11.0,14.0,15.0,14.0,11.0,421.0,almoez-ali,almoez-ali,4447115.240969256,15.307766183474412,6.0,1.2118796,11.581339,fabio-abreu,enes-unal,ihlas-bebou,michael-olunga,nicolas-jackson,bruno-henrique,lucas-ocampos,hwang-hee-chan,lukas-nmecha,terem-moffi,972
928,Hwang Hee-Chan,https://fminside.net/players/3-fm-23/66014588-hwang-hee-chan,Wolves,South Korea,26.0,"MR, ML, AMR, AML, STAML",Right,177 CM,77 KG,66014588.0,"€ 63,800 pw",2026-06-30,8.0,10.0,14.0,14.0,10.0,8.0,11.0,10.0,6.0,6.0,11.0,12.0,8.0,12.0,16.0,12.0,14.0,12.0,12.0,11.0,15.0,13.0,8.0,14.0,9.0,15.0,13.0,16.0,15.0,14.0,13.0,11.0,13.0,14.0,14.0,12.0,426.0,hwang-hee-chan,hwang-hee-chan,2999313.7918442586,14.91389408441639,6.0,-9.031573,16.443943,terem-moffi,martin-terrier,kelechi-iheanacho,ezequiel-avila,nicolo-zaniolo,randal-kolo-muani,sheraldo-becker,ismaila-sarr,bruno-henrique,fabio-abreu,973
929,Orbelín Pineda,https://fminside.net/players/3-fm-23/51052239-orbelin-pineda,AEK Athens,Mexico,26.0,"MC, AML, AMCMC",Right,168 CM,60 KG,51052239.0,"€ 22,445,350","€ 15,440 pw",9.0,13.0,14.0,12.0,13.0,11.0,9.0,13.0,8.0,10.0,14.0,12.0,10.0,16.0,9.0,12.0,12.0,12.0,12.0,13.0,12.0,14.0,7.0,12.0,12.0,13.0,14.0,14.0,15.0,16.0,12.0,4.0,16.0,13.0,15.0,8.0,431.0,orbelín-pineda,orbelin-pineda,4164982.0528930486,15.242222524544516,15.0,-9.605411,3.8147717,thorgan-hazard,alejandro-pozuelo,erik-lamela,takumi-minamino,wanderson,ludovic-blas,felipe-anderson,isi-palazon,iker-muniain,miroslav-stevanovic,974
930,Levi Garcia,https://fminside.net/players/3-fm-23/82060853-levi-garcia,AEK Athens,Trinidad and Tobago,24.0,"AMR, AML, STAMR, ST",Left,182 CM,78 KG,82060853.0,"€ 12,210 pw",2025-06-30,12.0,12.0,13.0,11.0,10.0,11.0,12.0,9.0,3.0,7.0,10.0,12.0,6.0,13.0,11.0,11.0,10.0,11.0,10.0,10.0,11.0,14.0,5.0,13.0,5.0,11.0,11.0,12.0,17.0,14.0,15.0,15.0,12.0,16.0,11.0,16.0,402.0,levi-garcia,levi-garcia,3858616.3421993,15.165819216608536,6.0,25.074291,-14.045526,inaki-williams,timo-werner,rafael-leao,victor-osimhen,odsonne-edouard,ferran-torres,christian-kouame,rodrygo,wilfried-zaha,marcus-rashford,975
931,Tim Ream,https://fminside.net/players/3-fm-23/72021508-tim-ream,Fulham,United States,34.0,"DL, DCDC",Left,185 CM,73 KG,72021508.0,"€ 40,600 pw",2024-06-30,3.0,9.0,11.0,6.0,13.0,6.0,12.0,7.0,7.0,13.0,14.0,3.0,15.0,13.0,12.0,13.0,16.0,12.0,13.0,14.0,15.0,10.0,18.0,12.0,15.0,18.0,14.0,16.0,12.0,12.0,14.0,13.0,17.0,13.0,15.0,13.0,439.0,tim-ream,tim-ream,2764067.977685308,14.832214057519987,10.0,19.578913,-18.314709,kevin-vogt,yeray,felipe,jose-fonte,giorgio-chiellini,alejandro-catena,ahmed-hegazi,aritz-elustondo,ben-mee,florentino-luis,976
