,player_name,link,club,country,age,position,foot,height,weight,player_id,wages,contract_end,Corners,Crossing,Dribbling,Finishing,First Touch,Free Kick Taking,Heading,Long Shots,Long Throws,Marking,Passing,Penalty Taking,Tackling,Technique,Aggression,Anticipation,Bravery,Composure,Concentration,Decisions,Determination,Flair,Leadership,Off the Ball,Positioning,Teamwork,Vision,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength
9240,Camilo Saíz,https://fminside.net/players/3-fm-23/76014382-camilo-saiz,Deportes Tolima,Colombia,30,DCDC,Right,187 CM,77 KG,76014382,"€ 2,400 pw",2023-06-30,4,6,8,5,10,6,14,6,6,12,10,8,12,11,12,12,12,12,13,13,13,5,11,10,12,12,9,11,12,11,13,14,8,12,14,13
9241,Carlos Peralta,https://fminside.net/players/3-fm-23/76015363-carlos-peralta,,Colombia,32,STST,Right,177 CM,76 KG,76015363,61.1,60.7,8,11,13,13,12,10,11,11,7,4,12,15,5,12,8,12,12,12,12,12,13,11,12,13,8,12,10,12,12,12,13,10,12,12,13,13
9242,Jean Carlos Blanco,https://fminside.net/players/3-fm-23/76016177-jean-carlos-blanco,Técnico Universita..,Colombia,30,STST,Right,185 CM,69 KG,76016177,"€ 2,690 pw",2023-12-31,9,10,12,12,11,11,12,11,6,5,12,11,7,12,12,12,13,12,12,12,11,11,11,13,8,11,12,13,13,11,12,13,12,13,11,13
9243,Giovanny Martínez,https://fminside.net/players/3-fm-23/76019787-giovanny-martinez,Águilas Doradas,Colombia,32,"DM, MCDM, MC",Right,175 CM,72 KG,76019787,"€ 1,100 pw",2023-06-30,10,8,8,10,11,11,10,16,5,11,11,9,11,16,8,12,12,12,12,12,11,5,10,12,12,12,12,12,11,12,12,10,15,11,13,12
9244,Harold Rivera,https://fminside.net/players/3-fm-23/76022318-harold-rivera,Independiente Sant..,Colombia,29,AMCAMC,Right,174 CM,70 KG,76022318,"€ 5,670 pw",2023-12-31,12,12,12,10,13,12,8,11,8,7,13,13,12,13,7,11,12,12,13,13,10,13,13,12,8,12,13,12,11,13,12,7,12,11,13,12
9245,Mauricio Duarte,https://fminside.net/players/3-fm-23/76023044-mauricio-duarte,Central Córdoba,Colombia,30,"DL, WBLDL, WBL",Left,167 CM,71 KG,76023044,"€ 3,100 pw",2023-12-31,8,13,12,8,8,3,11,10,13,12,10,8,13,12,11,11,12,12,11,11,12,8,8,11,13,13,11,13,13,12,13,7,12,13,13,13
9246,Dairon Asprilla,https://fminside.net/players/3-fm-23/76023693-dairon-asprilla,Portland,Colombia,30,"AMR, STAMR, ST",Right,181 CM,75 KG,76023693,"€ 6,830 pw",2023-12-31,9,10,13,11,11,7,10,11,8,7,10,12,7,14,12,11,12,11,12,12,9,17,8,11,11,10,9,11,13,12,12,8,12,15,12,12
9247,Fabián Viáfara,https://fminside.net/players/3-fm-23/76039440-fabian-viafara,Independiente Sant..,Colombia,30,"DR, WBRDR, WBR",Right,167 CM,65 KG,76039440,"€ 5,430 pw",2023-12-31,10,11,12,8,11,8,9,8,12,12,11,9,11,12,10,12,11,12,11,12,12,11,10,11,11,12,11,12,13,12,12,7,13,12,13,14
9248,Guillermo Murillo,https://fminside.net/players/3-fm-23/76039782-guillermo-murillo,Cortuluá,Colombia,26,"AMR, AMLAMR, AML",Right,175 CM,76 KG,76039782,"€ 4,850 pw",2023-06-30,10,12,13,11,12,10,10,9,11,10,12,14,12,13,8,12,12,12,12,12,12,12,10,14,9,12,11,13,13,12,12,10,13,12,13,12
9249,Danilo Arboleda,https://fminside.net/players/3-fm-23/76040807-danilo-arboleda,Al-Ain,Colombia,27,DCDC,Right,190 CM,83 KG,76040807,"€ 24,240 pw",2024-05-31,7,6,8,6,12,4,15,8,6,11,12,8,13,10,5,13,12,11,12,13,11,7,11,11,13,11,10,10,10,10,10,15,13,10,12,14
9250,Andrés Llinás,https://fminside.net/players/3-fm-23/76043859-andres-llinas,Millonarios F.C.,Colombia,25,DCDC,Right,188 CM,73 KG,76043859,"€ 4,320 pw",2024-12-31,4,7,8,6,11,4,13,7,4,13,12,7,13,12,12,13,11,11,12,12,12,7,10,9,12,11,9,12,12,11,12,15,12,13,12,12
9251,Ever Valencia,https://fminside.net/players/3-fm-23/76045429-ever-valencia,Independiente Mede..,Colombia,25,"AMR, AMLAMR, AML",Left,175 CM,70 KG,76045429,"€ 4,960 pw",2023-12-31,11,12,14,11,11,9,7,8,4,4,12,10,5,13,8,12,12,11,10,12,13,13,6,13,7,12,10,11,14,13,10,8,12,14,13,11
9252,David Lemos,https://fminside.net/players/3-fm-23/76046986-david-lemos,Once Caldas DAF,Colombia,26,"AMR, AML, AMC, STST",Left,179 CM,73 KG,76046986,"€ 5,710 pw",2023-12-31,10,12,14,13,12,10,10,11,4,4,12,13,6,13,8,12,10,10,13,13,12,12,8,13,9,13,11,13,13,13,12,9,12,13,13,12
9253,Hugo Palacios,https://fminside.net/players/3-fm-23/76048169-hugo-palacios,Alianza (SLV),Colombia,25,"AMR, AMLAMR",Right,171 CM,65 KG,76048169,"€ 5,250 pw",2024-06-30,12,13,14,10,11,10,8,10,3,4,12,11,5,12,8,12,12,11,11,12,12,12,9,13,7,11,12,13,14,13,11,7,12,14,13,10
9254,Nicolás Gil,https://fminside.net/players/3-fm-23/76049720-nicolas-gil,Unión Magdalena,Colombia,25,DCDC,Left,182 CM,77 KG,76049720,"€ 4,300 pw",2023-06-30,2,3,3,4,10,4,14,6,8,13,12,8,13,12,11,13,12,12,12,12,12,7,10,8,14,12,11,12,10,12,13,13,12,10,13,14
9255,Diber Cambindo,https://fminside.net/players/3-fm-23/76050822-diber-cambindo,Independiente Mede..,Colombia,26,STST,Right,183 CM,83 KG,76050822,"€ 4,720 pw",2025-12-31,11,12,13,14,10,11,12,11,8,11,11,13,5,12,10,12,10,13,12,13,12,11,10,13,7,12,10,12,12,12,10,12,12,13,12,12
9256,Jhon Durán,https://fminside.net/players/3-fm-23/76063258-jhon-duran,Aston Villa,Colombia,18,STST,Left,185 CM,73 KG,76063258,"€ 40,600 pw",2027-06-30,11,12,12,14,12,11,12,12,10,7,11,8,5,12,13,12,8,10,11,11,11,12,12,13,7,12,11,13,13,13,11,14,13,14,12,14
9257,Felipe Parra,https://fminside.net/players/3-fm-23/76063263-felipe-parra,Envigado F.C.,Colombia,22,GKGK,Right,185 CM,0 KG,76063263,"€ 5,420 pw",2024-12-31,12,12,12,7,10,12,10,13,11,7,14,8,12,9,12,10,11,12,12,11,9,10,9,12,12,8,12,11,13,12,13,12,11,12,13,4
9258,Yerson Mosquera,https://fminside.net/players/3-fm-23/76065062-yerson-mosquera,FC Cincinnati,Colombia,21,DCDC,Right,188 CM,84 KG,76065062,"€ 11,600 pw",2026-06-30,6,7,9,8,12,1,13,6,9,12,12,5,12,12,10,13,12,11,10,11,12,5,14,11,12,11,10,11,12,12,10,14,12,14,13,14
9259,Henry Mosquera,https://fminside.net/players/3-fm-23/2000155489-henry-mosquera,Envigado F.C.,Colombia,21,"AMR, AMLAML",Left,0 CM,0 KG,2000155489,"€ 2,170 pw",2023-12-31,11,13,13,10,11,11,7,11,11,4,12,4,4,13,10,12,13,7,11,12,10,13,11,13,7,10,11,12,14,13,12,17,13,14,13,12
9260,Geovanny Nazareno,https://fminside.net/players/3-fm-23/5270562-geovanny-nazareno,9 de Octubre,Ecuador,34,"DL, WBLDL",Left,177 CM,66 KG,5270562,"€ 2,540 pw",2022-12-31,6,13,9,5,10,4,9,12,15,11,13,11,13,11,14,12,12,15,13,10,6,9,11,12,13,11,8,14,13,12,12,10,12,13,14,10
9261,Librado Azcona,https://fminside.net/players/3-fm-23/8835951-librado-azcona,River Plate (PAR),Ecuador,38,GKGK,Left,185 CM,90 KG,8835951,"€ 2,120 pw",2023-12-31,8,10,12,5,6,11,16,11,14,13,15,10,12,12,14,13,12,11,11,15,11,8,13,14,12,12,11,11,15,9,13,17,11,13,12,7
9262,Fernando Guerrero,https://fminside.net/players/3-fm-23/67011225-fernando-guerrero,Naranja Mekánica,Ecuador,32,"ML, AML, STAML",Left,171 CM,70 KG,67011225,"€ 3,180 pw",2023-12-31,12,13,14,11,15,10,8,10,8,6,13,12,9,15,9,7,9,13,11,11,13,16,8,13,6,9,10,14,13,11,9,6,11,14,10,6
9263,Joao Ortiz,https://fminside.net/players/3-fm-23/78074274-joao-ortiz,Independiente del ..,Ecuador,26,"DM, MCMC",Left,170 CM,64 KG,78074274,"€ 3,180 pw",2023-12-31,11,8,12,9,14,9,8,13,6,10,15,9,11,13,15,13,12,14,9,11,12,13,6,12,9,11,13,10,13,14,10,8,15,12,14,8
9264,Juan Luis Anangonó,https://fminside.net/players/3-fm-23/86009682-juan-luis-anangono,Liga de Quito,Ecuador,33,STST,Right,185 CM,75 KG,86009682,"€ 3,180 pw",2024-06-30,7,9,11,14,10,7,15,11,6,7,11,10,7,12,7,13,14,15,13,12,13,10,10,16,9,14,12,15,9,11,15,14,11,9,10,16
9265,Walter Chávez,https://fminside.net/players/3-fm-23/86017439-walter-chavez,Técnico Universita..,Ecuador,28,GKGK,Right,183 CM,0 KG,86017439,"€ 2,690 pw",2023-12-31,12,14,12,8,7,12,11,15,7,8,14,13,9,11,10,13,12,10,10,5,6,13,5,12,9,7,10,12,13,13,11,10,12,15,16,8
9266,Darwin Cuero,https://fminside.net/players/3-fm-23/86018565-darwin-cuero,U. Católica (Quito),Ecuador,27,GKGK,Right,184 CM,72 KG,86018565,"€ 3,170 pw",2023-12-31,13,14,12,6,8,9,9,12,9,16,15,7,13,13,11,13,12,10,9,15,8,13,7,12,10,8,10,13,15,11,13,15,12,14,15,1
9267,Andersson Ordóñez,https://fminside.net/players/3-fm-23/86029646-andersson-ordonez,U. Católica (Quito),Ecuador,28,DCDC,Left,186 CM,92 KG,86029646,"€ 3,170 pw",2023-12-31,4,7,9,5,9,4,15,8,8,14,10,7,14,12,14,11,16,10,12,9,15,9,13,7,11,9,8,14,13,12,16,14,7,13,11,15
9268,Kevin Mercado,https://fminside.net/players/3-fm-23/86029649-kevin-mercado,Naranja Mekánica,Ecuador,27,"AML, STAML",Left,172 CM,76 KG,86029649,"€ 3,180 pw",2023-12-31,10,11,13,9,9,12,6,16,6,4,10,11,6,11,12,7,11,8,9,11,12,11,6,12,4,10,10,11,14,16,11,7,15,16,12,8
9269,Luis Caicedo,https://fminside.net/players/3-fm-23/86029990-luis-caicedo,Liga de Quito,Ecuador,30,"DR, DCDC",Right,179 CM,80 KG,86029990,"€ 3,180 pw",2023-12-31,6,8,8,7,9,7,15,7,9,13,10,12,14,11,15,13,16,15,8,10,10,5,9,7,14,16,8,14,13,12,8,11,15,12,15,14
9270,Willian Cevallos,https://fminside.net/players/3-fm-23/86031610-willian-cevallos,U. Católica (Quito),Ecuador,32,"DM, MCMC",Right,174 CM,72 KG,86031610,"€ 3,170 pw",2023-12-31,11,10,13,9,13,15,6,14,7,9,15,12,10,14,11,12,11,15,13,13,8,14,13,8,10,15,13,14,11,12,13,9,11,12,10,7
9271,Arturo Mina,https://fminside.net/players/3-fm-23/86035422-arturo-mina,Atlético Palmaflor,Ecuador,31,DCDC,Right,192 CM,92 KG,86035422,€ 760 pw,2023-12-31,7,7,9,7,8,7,16,9,6,13,9,12,15,8,14,12,15,12,12,10,13,7,11,8,12,13,8,14,9,8,16,17,15,9,10,17
9272,Nixon Molina,https://fminside.net/players/3-fm-23/86066262-nixon-molina,Delfín,Ecuador,29,"DM, MCMC",Right,177 CM,76 KG,86066262,"€ 3,180 pw",2023-12-31,10,9,13,10,14,12,9,11,7,9,13,12,11,13,13,10,14,14,10,12,12,12,7,14,9,16,12,15,13,12,9,10,14,12,13,11
9273,Rolando Silva,https://fminside.net/players/3-fm-23/86067790-rolando-silva,Orense,Ecuador,27,GKGK,Right,190 CM,0 KG,86067790,"€ 2,540 pw",2024-12-15,11,10,10,9,6,14,10,16,7,9,13,15,11,12,14,14,10,12,10,5,8,12,6,13,12,7,9,12,13,11,9,14,13,14,14,7
9274,Esnáider Cabezas,https://fminside.net/players/3-fm-23/86075721-esnaider-cabezas,Independiente del ..,Ecuador,23,DCDC,Right,180 CM,79 KG,86075721,"€ 3,180 pw",2026-12-31,5,6,8,7,10,8,14,9,7,13,10,9,15,10,15,11,12,7,10,10,9,8,9,8,13,10,7,12,13,15,11,11,16,13,13,15
9275,Jackson Rodríguez,https://fminside.net/players/3-fm-23/86078641-jackson-rodriguez,Emelec,Ecuador,23,"DL, WBLDL",Left,180 CM,65 KG,86078641,"€ 3,180 pw",2023-12-31,8,13,12,7,12,8,10,9,13,10,11,8,14,12,14,9,11,13,8,9,9,12,6,13,9,12,9,13,14,13,12,11,15,14,16,12
9276,Juan Iturbe,https://fminside.net/players/3-fm-23/79010845-juan-iturbe,Aris Saloniki,Paraguay,29,"AMR, AMLAMR, AML",Left,171 CM,62 KG,79010845,"€ 16,470 pw",2023-06-30,12,13,14,10,12,12,7,12,7,8,12,12,7,13,16,10,13,13,10,8,13,12,8,12,6,9,10,16,15,15,8,7,10,14,11,11
9277,Néstor Ortigoza,https://fminside.net/players/3-fm-23/961326-nestor-ortigoza,San Lorenzo,Paraguay,37,"DM, MCDM, MC",Right,180 CM,85 KG,961326,"€ 7,190 pw",2022-12-31,10,12,14,9,16,11,7,10,5,10,16,20,10,15,7,12,18,17,12,14,14,14,16,10,13,15,16,11,5,8,15,8,7,7,8,12
9278,Cristian Riveros,https://fminside.net/players/3-fm-23/5280525-cristian-riveros,Libertad,Paraguay,39,"DM, MCDM",Right,179 CM,77 KG,5280525,"€ 1,700 pw",2023-12-31,8,8,8,12,12,8,14,8,8,14,13,12,13,10,14,15,15,14,13,12,12,8,14,9,14,15,10,14,9,11,13,12,13,9,12,12
9279,Nery Bareiro,https://fminside.net/players/3-fm-23/8835988-nery-bareiro,Tacuary,Paraguay,34,DCDC,Right,184 CM,78 KG,8835988,"€ 1,700 pw",2022-12-31,4,6,6,8,8,5,14,5,9,13,9,8,13,7,14,14,14,13,12,12,14,5,11,10,13,13,9,13,12,9,12,13,13,12,14,14
9280,Franco Zanelatto,https://fminside.net/players/3-fm-23/77056138-franco-zanelatto,Alianza,Paraguay,22,"AMR, AMLAMR",Right,175 CM,67 KG,77056138,€ 380 pw,2024-12-31,9,10,15,9,12,8,10,9,8,8,13,12,8,12,8,9,8,9,9,9,10,13,8,7,8,8,11,8,14,9,8,8,9,15,12,9
9281,Pablo Adorno,https://fminside.net/players/3-fm-23/78091931-pablo-adorno,General Caballero ..,Paraguay,26,"DL, DCDC",Left,183 CM,80 KG,78091931,"€ 1,210 pw",2023-12-31,5,8,9,7,10,6,13,6,13,14,10,3,14,9,13,13,13,11,11,12,12,7,10,9,13,13,10,13,12,12,13,13,12,11,12,12
9282,Miguel Paniagua,https://fminside.net/players/3-fm-23/79000362-miguel-paniagua,Guaireña,Paraguay,35,"DC, DMDM",Right,180 CM,81 KG,79000362,"€ 1,700 pw",2023-12-31,4,9,8,11,12,7,13,11,6,13,10,12,14,8,16,12,13,15,13,10,14,9,8,14,12,12,9,15,13,12,16,14,13,13,13,13
9283,Ismael Benegas,https://fminside.net/players/3-fm-23/79000984-ismael-benegas,Nacional (PAR),Paraguay,34,"DR, DCDC",Right,183 CM,76 KG,79000984,"€ 2,550 pw",2023-12-31,9,7,9,8,12,6,14,8,11,12,11,7,13,12,12,14,13,11,12,11,15,8,8,14,12,12,10,14,12,10,10,13,14,12,11,12
9284,Ariel Núñez,https://fminside.net/players/3-fm-23/79002993-ariel-nunez,Guaireña,Paraguay,33,"AMR, AML, AMC, STAMC, ST",Right,172 CM,75 KG,79002993,"€ 1,210 pw",2023-12-31,9,9,12,12,10,11,11,12,6,4,12,11,5,10,9,14,16,11,7,9,14,13,7,15,5,14,10,17,15,14,11,8,12,13,12,8
9285,William Mendieta,https://fminside.net/players/3-fm-23/79007417-william-mendieta,Libertad,Paraguay,33,AMCAMC,Right,176 CM,70 KG,79007417,"€ 3,400 pw",2023-12-31,10,11,13,11,13,13,10,11,12,5,14,9,5,13,11,10,10,12,12,11,13,14,7,14,6,11,13,10,12,12,10,6,7,11,11,8
9286,Aldo Vera,https://fminside.net/players/3-fm-23/79011278-aldo-vera,12 de Octubre,Paraguay,34,"MC, MRMC",Right,176 CM,70 KG,79011278,"€ 1,360 pw",2022-12-31,11,12,11,12,13,8,11,12,11,12,12,9,12,9,12,11,13,13,10,11,9,7,7,15,12,12,9,14,14,12,12,12,6,12,13,12
9287,Marcos Miers,https://fminside.net/players/3-fm-23/79011830-marcos-miers,Güemes (SdE),Paraguay,32,"DL, DCDC",Left,185 CM,81 KG,79011830,"€ 2,480 pw",2023-12-31,5,11,8,7,10,11,14,10,12,13,9,7,14,10,17,11,14,9,13,11,13,7,7,7,11,14,9,15,13,11,15,13,8,13,12,15
9288,William Candia,https://fminside.net/players/3-fm-23/79013400-william-candia,Nacional (PAR),Paraguay,29,"DM, MCMC",Right,179 CM,76 KG,79013400,"€ 1,230 pw",2023-12-31,11,11,10,10,13,10,9,11,7,10,14,7,12,12,13,12,12,13,12,12,13,7,9,11,13,12,12,13,12,11,10,10,8,12,12,11
9289,Danilo Santacruz,https://fminside.net/players/3-fm-23/79024226-danilo-santacruz,Nacional (PAR),Paraguay,27,"AMC, STAMC, ST",Right,177 CM,74 KG,79024226,"€ 1,230 pw",2022-12-31,11,11,13,14,13,11,9,11,4,7,13,12,7,14,7,11,7,12,12,12,11,14,7,13,7,11,13,8,15,14,8,7,8,12,11,7
9290,Dionisio Pérez,https://fminside.net/players/3-fm-23/79024518-dionisio-perez,24 de Setiembre,Paraguay,35,STST,Right,178 CM,88 KG,79024518,€ 980 pw,2022-12-31,9,12,7,12,13,6,13,12,5,7,11,11,11,7,13,11,14,11,11,11,12,7,7,12,7,12,11,16,13,9,15,14,9,12,14,16
9291,Julio González,https://fminside.net/players/3-fm-23/79026057-julio-gonzalez,Sportivo Ameliano,Paraguay,30,"DR, DCDR",Right,176 CM,76 KG,79026057,€ 980 pw,2023-12-31,6,11,11,6,9,2,14,8,13,13,10,9,12,9,9,13,13,10,13,12,12,8,13,9,13,14,8,14,13,11,12,11,9,11,12,12
9292,Blás Riveros,https://fminside.net/players/3-fm-23/79027647-blas-riveros,Brøndby IF,Paraguay,24,"DL, WBL, MLDL, WBL",Left,178 CM,70 KG,79027647,"€ 4,030 pw",2024-06-30,10,13,13,7,13,7,8,11,12,10,11,8,13,13,11,9,13,13,9,10,11,12,7,13,8,13,10,13,14,14,10,8,12,15,12,8
9293,Ramón Martínez,https://fminside.net/players/3-fm-23/79028317-ramon-martinez,Olimpia,Paraguay,26,"DM, MCMC",Right,186 CM,89 KG,79028317,"€ 4,670 pw",2023-12-31,11,9,11,10,11,11,13,13,9,12,12,9,12,11,13,12,14,12,12,12,13,6,14,12,13,11,12,14,12,11,13,13,13,11,14,14
9294,Josué Colmán,https://fminside.net/players/3-fm-23/79029240-josue-colman,Mazatlán,Paraguay,23,"AMR, AML, AMCAMC",Right,168 CM,71 KG,79029240,€ 850 pw,2025-06-30,7,9,15,12,12,11,7,12,1,6,13,7,6,14,8,8,9,13,10,11,12,14,7,13,7,13,13,13,16,16,7,4,9,13,10,6
9295,Junior Marabel,https://fminside.net/players/3-fm-23/79029387-junior-marabel,Unión Sante FE,Paraguay,24,STST,Right,186 CM,80 KG,79029387,"€ 4,230 pw",2025-12-31,10,9,11,13,12,6,13,13,3,7,9,10,9,11,15,10,15,12,10,11,15,8,7,14,7,12,9,16,13,11,15,12,12,13,12,14
9296,Hugo Fernández,https://fminside.net/players/3-fm-23/79031544-hugo-fernandez,Olimpia,Paraguay,24,"ML, AMLAML",Left,172 CM,71 KG,79031544,€ 640 pw,2024-12-31,11,11,12,11,11,11,12,10,11,10,12,6,11,12,12,13,13,13,11,9,13,9,7,12,10,12,11,14,13,11,13,9,10,12,13,11
9297,Carlos Arrúa,https://fminside.net/players/3-fm-23/79034773-carlos-arrua,Colón de Santa Fe,Paraguay,24,MCMC,Right,172 CM,70 KG,79034773,€ 550 pw,2024-12-31,11,8,10,14,12,11,10,13,7,10,12,10,9,10,10,16,10,12,11,12,8,9,7,13,9,12,11,14,15,14,9,8,12,12,12,8
9298,Joel Pinto,https://fminside.net/players/3-fm-23/5290007-joel-pinto,Sport Huancayo,Peru,42,GKGK,Left,183 CM,84 KG,5290007,"€ 1,970 pw",2023-12-31,9,9,11,9,2,14,12,13,15,9,15,9,9,12,13,16,12,11,15,14,2,12,1,15,11,10,10,5,16,7,10,11,5,5,5,8
9299,Christian Ramos,https://fminside.net/players/3-fm-23/77000887-christian-ramos,Sport Boys,Peru,33,DCDC,Right,185 CM,80 KG,77000887,"€ 1,980 pw",2023-12-31,6,9,7,6,10,7,14,7,12,13,10,13,13,10,13,13,12,12,12,12,12,8,11,12,13,13,8,12,12,13,13,14,13,12,13,13
9300,Joazhiño Arroé,https://fminside.net/players/3-fm-23/77003524-joazhino-arroe,Unión Comercio,Peru,30,"AMR, AML, AMCAMR, AMC",Right,173 CM,69 KG,77003524,"€ 2,050 pw",2023-12-31,16,13,16,12,8,12,6,14,8,5,16,11,4,15,7,9,8,11,12,5,9,15,10,13,7,7,15,11,14,16,6,6,11,13,11,6
9301,Reimond Manco,https://fminside.net/players/3-fm-23/77003563-reimond-manco,Juan Aurich,Peru,31,"AMR, AML, AMCAMR, AML, AMC",Right,172 CM,62 KG,77003563,"€ 1,870 pw",2023-01-31,18,15,16,8,14,13,7,8,12,5,17,14,4,16,12,12,12,13,11,12,10,16,8,14,5,10,15,12,13,13,9,9,12,13,10,8
9302,Irven Avila,https://fminside.net/players/3-fm-23/77003997-irven-avila,Cristal,Peru,32,"AMR, STAMR, ST",Right,170 CM,70 KG,77003997,"€ 2,120 pw",2023-12-31,11,12,14,12,10,9,12,12,13,7,12,15,7,13,12,11,11,13,13,12,12,13,7,14,7,15,12,13,13,13,12,8,12,13,14,10
9303,Andy Polo,https://fminside.net/players/3-fm-23/77014733-andy-polo,Universitario,Peru,27,"MR, AMR, AMLAMR, AML",Right,173 CM,71 KG,77014733,"€ 9,690 pw",2023-12-31,7,12,15,10,11,7,7,9,8,11,11,8,10,12,6,9,8,9,10,11,11,12,5,10,9,12,7,13,15,11,8,7,9,16,10,9
9304,Hernán Hinostroza,https://fminside.net/players/3-fm-23/77017832-hernan-hinostroza,Santos FC,Peru,28,"DM, MCMC",Right,178 CM,78 KG,77017832,"€ 1,700 pw",2023-01-31,15,9,15,7,15,11,8,13,8,9,17,14,8,16,9,7,8,8,9,12,7,12,7,9,12,12,16,12,12,13,10,9,12,13,12,12
9305,Hansell Riojas,https://fminside.net/players/3-fm-23/77018353-hansell-riojas,Cienciano,Peru,30,"DR, DCDC",Right,184 CM,80 KG,77018353,"€ 2,060 pw",2023-12-31,8,7,6,6,10,9,14,9,13,14,10,13,14,11,13,13,12,11,12,10,13,9,12,10,13,15,8,13,13,13,12,13,12,13,13,13
9306,Rodrigo Cuba,https://fminside.net/players/3-fm-23/77028239-rodrigo-cuba,Sport Boys,Peru,30,"DR, DL, WBR, MRDR",Right,176 CM,76 KG,77028239,"€ 1,980 pw",2023-12-31,10,12,7,9,13,8,16,11,19,12,13,12,11,12,12,12,12,12,12,11,11,8,9,12,9,13,9,13,12,13,11,12,12,12,11,11
9307,Alexis Arias,https://fminside.net/players/3-fm-23/77032315-alexis-arias,Melgar,Peru,26,"DM, MCDM, MC",Right,164 CM,69 KG,77032315,"€ 2,070 pw",2024-12-31,14,14,13,6,14,8,7,10,7,14,14,12,14,14,10,13,10,12,13,12,9,14,6,14,12,15,15,15,13,12,7,6,8,12,13,8
9308,Yordi Vílchez,https://fminside.net/players/3-fm-23/77044467-yordi-vilchez,Alianza,Peru,27,DCDC,Right,177 CM,78 KG,77044467,"€ 1,510 pw",2024-12-31,6,9,7,6,9,8,13,6,6,15,13,8,15,8,14,13,14,13,13,13,11,7,11,9,13,13,9,13,13,9,9,13,8,13,11,12
9309,Kevin Quevedo,https://fminside.net/players/3-fm-23/77047280-kevin-quevedo,Melgar,Peru,25,"AMR, AMLAMR",Right,180 CM,75 KG,77047280,"€ 2,120 pw",2022-12-31,14,12,16,10,13,9,8,8,8,8,13,9,7,13,7,12,9,10,11,9,9,15,7,12,8,11,13,10,15,12,8,9,11,16,11,8
9310,Alec Deneumostier,https://fminside.net/players/3-fm-23/77047989-alec-deneumostier,Melgar,Peru,23,DCDC,Right,186 CM,76 KG,77047989,"€ 2,070 pw",2025-12-31,8,12,8,6,12,8,15,7,14,15,14,9,15,14,12,11,12,9,12,9,9,8,11,9,12,13,8,13,13,12,10,15,8,13,12,11
9311,Santiago Ormeño,https://fminside.net/players/3-fm-23/77062794-santiago-ormeno,Guadalajara,Peru,28,STST,Left,186 CM,82 KG,77062794,"€ 6,970 pw",2025-06-30,5,19,11,14,14,8,15,11,6,5,11,14,7,12,13,14,12,13,12,11,13,12,9,11,8,13,9,13,12,11,15,14,12,13,15,14
9312,Santiago Silva,https://fminside.net/players/3-fm-23/8827108-santiago-silva,Aldosivi,Uruguay,41,STST,Right,186 CM,86 KG,8827108,"€ 4,470 pw",2022-12-31,8,6,12,15,11,10,16,12,7,8,14,14,8,12,15,14,19,13,15,12,19,10,15,13,9,12,9,15,7,7,17,16,17,8,9,16
9313,Jonathan Sabbatini,https://fminside.net/players/3-fm-23/43044275-jonathan-sabbatini,FC Lugano,Uruguay,34,"DM, MCDM, MC",Right,175 CM,71 KG,43044275,"€ 4,350 pw",2023-06-30,9,8,11,11,13,8,10,12,4,6,13,13,11,13,11,13,12,11,11,14,15,14,17,14,13,15,11,15,9,13,10,9,15,10,15,12
9314,Alejandro González,https://fminside.net/players/3-fm-23/78001180-alejandro-gonzalez,Miramar Misiones,Uruguay,34,"DR, DCDC",Right,184 CM,79 KG,78001180,"€ 1,090 pw",2023-12-31,7,9,7,8,10,11,14,8,12,13,12,11,14,10,17,12,13,12,13,11,13,5,13,11,10,13,7,15,10,10,13,13,15,12,14,14
9315,Adrián Luna,https://fminside.net/players/3-fm-23/78034976-adrian-luna,Kerala,Uruguay,30,"AMR, AML, STAMR, AML",Right,169 CM,60 KG,78034976,"€ 3,790 pw",2024-05-31,13,13,14,11,14,14,6,11,6,6,12,13,5,14,11,11,7,11,9,10,8,14,7,13,6,11,12,9,14,15,7,5,12,12,11,6
9316,Federico Alonso,https://fminside.net/players/3-fm-23/78036911-federico-alonso,Cusco FC,Uruguay,31,DCDC,Right,186 CM,81 KG,78036911,€ 420 pw,2023-12-31,7,10,6,10,12,12,15,7,12,14,10,8,15,12,14,12,14,12,12,11,12,7,13,12,13,12,6,12,7,12,14,14,11,13,12,14
9317,Hernán Menosse,https://fminside.net/players/3-fm-23/78037280-hernan-menosse,Peñarol,Uruguay,35,DCDC,Right,184 CM,79 KG,78037280,"€ 7,060 pw",2023-12-31,4,7,8,5,9,4,15,5,10,14,9,9,14,10,16,13,14,9,14,12,13,7,11,7,14,13,10,12,10,10,13,12,12,10,13,14
9318,Felipe Rodríguez,https://fminside.net/players/3-fm-23/78043851-felipe-rodriguez,Cusco FC,Uruguay,32,"AML, AMCAMC",Left,182 CM,73 KG,78043851,"€ 2,460 pw",2023-12-31,14,13,13,12,13,13,10,13,11,9,13,14,9,14,9,11,10,10,9,10,12,14,10,13,8,9,12,11,14,13,12,9,11,12,12,10
9319,Federico Gino,https://fminside.net/players/3-fm-23/78062718-federico-gino,PAS Giannina,Uruguay,29,"DM, MCMC",Right,173 CM,74 KG,78062718,"€ 1,730 pw",2024-12-31,11,13,11,12,13,9,9,11,6,14,13,11,14,13,12,12,12,9,14,10,11,11,9,12,12,15,13,15,12,11,12,8,9,11,11,13
